 ,Label,Area,Mean,IntDen,RawIntDen
1,A-slice:mNC:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_11,4909.683,118.833,583432.723,11322415.000
2,A-slice:0001-0759:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_11,30.041,448.612,13476.946,261541.000
3,A-slice:0002-0758:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_11,10.512,239.186,2514.306,48794.000
4,A-slice:0003-0763:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_11,16.798,292.561,4914.578,95375.000
5,A-slice:0004-0767:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_11,14.480,210.235,3044.127,59076.000
6,A-slice:0005-0778:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_11,30.402,360.085,10947.336,212450.000
7,A-slice:0006-0782:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_11,35.607,343.453,12229.171,237326.000
8,A-slice:0007-0779:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_11,26.280,333.498,8764.258,170084.000
9,A-slice:0008-0777:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_11,10.100,217.367,2195.342,42604.000
10,A-slice:0009-0783:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_11,30.917,321.873,9951.487,193124.000
11,A-slice:0010-0784:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_11,21.694,720.957,15640.237,303523.000
12,A-slice:0011-0787:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_11,36.431,511.341,18628.661,361518.000
13,A-slice:0012-0788:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_11,31.742,352.964,11203.744,217426.000
14,A-slice:0013-0794:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_11,29.629,385.737,11429.081,221799.000
15,A-slice:0014-0808:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_11,29.938,466.532,13967.193,271055.000
16,A-slice:0015-0805:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_11,10.151,269.340,2734.129,53060.000
17,A-slice:0016-0812:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_11,22.157,503.260,11150.979,216402.000
18,A-slice:0017-0813:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_11,13.655,301.192,4112.839,79816.000
19,A-slice:0018-0823:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_11,12.367,327.325,4048.015,78558.000
20,A-slice:0019-0833:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_11,24.682,494.378,12202.428,236807.000
21,A-slice:0020-0834:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_11,21.951,275.854,6055.379,117514.000
22,A-slice:0021-0843:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_11,33.494,383.197,12834.740,249078.000
23,A-slice:0022-0843:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_11,41.069,526.134,21607.604,419329.000
24,A-slice:0023-0847:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_11,24.889,519.174,12921.464,250761.000
25,A-slice:0024-0852:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_11,25.249,418.106,10556.849,204872.000
26,A-slice:0025-0858:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_11,20.921,211.818,4431.391,85998.000
27,A-slice:0026-0857:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_11,22.673,346.761,7862.037,152575.000
28,A-slice:0027-0862:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_11,11.027,339.075,3739.047,72562.000
29,A-slice:0028-0868:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_11,20.405,396.328,8087.270,156946.000
30,A-slice:0029-0882:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_11,31.227,214.888,6710.209,130222.000
31,A-slice:0030-0882:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_11,13.758,241.255,3319.241,64415.000
32,A-slice:0031-0896:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_11,33.648,268.432,9032.312,175286.000
33,A-slice:0032-0903:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_11,12.728,214.688,2732.480,53028.000
34,A-slice:0033-0909:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_11,32.566,332.494,10828.098,210136.000
35,A-slice:0034-0922:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_11,13.088,215.909,2825.902,54841.000
36,A-slice:0035-0926:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_11,17.417,209.568,3650.005,70834.000
37,A-slice:0036-0945:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_11,12.728,183.660,2337.562,45364.000
38,A-slice:0037-0947:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_11,15.253,212.277,3237.773,62834.000
39,A-slice:0038-0956:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_11,23.394,284.460,6654.713,129145.000
40,A-slice:0039-0963:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_11,18.808,296.627,5578.993,108269.000
41,A-slice:mNC:c:2/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_11,4909.683,110.944,544699.198,10570731.000
42,A-slice:0001-0759:c:2/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_11,30.041,144.393,4337.763,84181.000
43,A-slice:0002-0758:c:2/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_11,10.512,60.873,639.887,12418.000
44,A-slice:0003-0763:c:2/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_11,16.798,177.834,2987.342,57974.000
45,A-slice:0004-0767:c:2/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_11,14.480,52.562,761.083,14770.000
46,A-slice:0005-0778:c:2/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_11,30.402,87.810,2669.614,51808.000
47,A-slice:0006-0782:c:2/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_11,35.607,161.621,5754.759,111680.000
48,A-slice:0007-0779:c:2/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_11,26.280,95.010,2496.838,48455.000
49,A-slice:0008-0777:c:2/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_11,10.100,256.536,2590.930,50281.000
50,A-slice:0009-0783:c:2/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_11,30.917,72.178,2231.566,43307.000
51,A-slice:0010-0784:c:2/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_11,21.694,212.489,4609.681,89458.000
52,A-slice:0011-0787:c:2/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_11,36.431,409.819,14930.116,289742.000
53,A-slice:0012-0788:c:2/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_11,31.742,70.427,2235.483,43383.000
54,A-slice:0013-0794:c:2/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_11,29.629,60.903,1804.494,35019.000
55,A-slice:0014-0808:c:2/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_11,29.938,79.892,2391.822,46417.000
56,A-slice:0015-0805:c:2/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_11,10.151,108.030,1096.640,21282.000
57,A-slice:0016-0812:c:2/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_11,22.157,105.558,2338.901,45390.000
58,A-slice:0017-0813:c:2/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_11,13.655,76.785,1048.512,20348.000
59,A-slice:0018-0823:c:2/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_11,12.367,71.046,878.621,17051.000
60,A-slice:0019-0833:c:2/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_11,24.682,208.551,5147.541,99896.000
