 ,Label,Area,Mean,IntDen,RawIntDen
1,A-slice:pNC:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_11,4161.173,145.158,604025.669,11722053.000
2,A-slice:0001-0799:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_11,13.810,412.209,5692.512,110472.000
3,A-slice:0002-0797:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_11,10.512,358.240,3765.791,73081.000
4,A-slice:0003-0805:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_11,10.203,268.732,2741.807,53209.000
5,A-slice:0004-0807:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_11,10.924,264.038,2884.387,55976.000
6,A-slice:0005-0810:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_11,19.839,314.192,6233.154,120964.000
7,A-slice:0006-0826:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_11,24.734,311.717,7709.975,149624.000
8,A-slice:0007-0834:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_11,10.512,178.966,1881.272,36509.000
9,A-slice:0008-0846:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_11,16.902,203.189,3434.202,66646.000
10,A-slice:0009-0870:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_11,23.909,221.409,5293.780,102734.000
11,A-slice:0010-0899:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_11,23.137,226.069,5230.451,101505.000
12,A-slice:0011-0919:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_11,12.470,201.128,2508.071,48673.000
13,A-slice:0012-0933:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_11,10.203,191.318,1951.970,37881.000
14,A-slice:0013-0949:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_11,14.119,291.847,4120.568,79966.000
15,A-slice:0014-0976:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_11,42.614,252.051,10741.014,208446.000
16,A-slice:0015-0972:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_11,22.930,337.355,7735.688,150123.000
17,A-slice:0016-0976:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_11,23.549,243.083,5724.305,111089.000
18,A-slice:0017-0986:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_11,11.955,308.349,3686.230,71537.000
19,A-slice:0018-1003:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_11,30.041,215.792,6482.709,125807.000
20,A-slice:0019-1002:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_11,22.054,324.526,7157.224,138897.000
21,A-slice:0020-1004:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_11,18.035,219.897,3965.878,76964.000
22,A-slice:0021-1009:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_11,12.831,248.631,3190.109,61909.000
23,A-slice:0022-1049:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_11,41.584,364.429,15154.370,294094.000
24,A-slice:0023-1041:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_11,15.819,188.876,2987.909,57985.000
25,A-slice:0024-1040:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_11,15.459,233.487,3609.400,70046.000
26,A-slice:0025-1048:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_11,11.336,207.768,2355.339,45709.000
27,A-slice:0026-1062:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_11,21.488,233.000,5006.609,97161.000
28,A-slice:0027-1071:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_11,27.826,246.106,6848.050,132897.000
