 ,Label,Area,Mean,IntDen,RawIntDen
1,A-slice:pNC:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_11,5214.992,167.979,876008.253,17000296.000
2,A-slice:0001-0505:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_11,40.605,322.387,13090.479,254041.000
3,A-slice:0002-0494:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_11,19.684,435.673,8575.817,166427.000
4,A-slice:0003-0508:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_11,26.125,398.142,10401.541,201858.000
5,A-slice:0004-0516:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_11,23.806,258.158,6145.812,119269.000
6,A-slice:0005-0516:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_11,10.460,270.182,2826.211,54847.000
7,A-slice:0006-0520:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_11,23.394,777.513,18189.273,352991.000
8,A-slice:0007-0525:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_11,30.196,375.224,11330.248,219881.000
9,A-slice:0008-0525:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_11,11.079,311.674,3452.958,67010.000
10,A-slice:0009-0543:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_11,42.151,283.633,11955.346,232012.000
11,A-slice:0010-0537:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_11,17.623,315.751,5564.462,107987.000
12,A-slice:0011-0542:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_11,19.890,483.443,9615.775,186609.000
13,A-slice:0012-0544:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_11,17.005,415.097,7058.545,136982.000
14,A-slice:0013-0551:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_11,25.146,258.596,6502.702,126195.000
15,A-slice:0014-0553:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_11,19.375,459.205,8897.049,172661.000
16,A-slice:0015-0555:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_11,17.159,291.925,5009.186,97211.000
17,A-slice:0016-0553:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_11,13.294,278.752,3705.863,71918.000
18,A-slice:0017-0569:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_11,24.322,223.197,5428.529,105349.000
19,A-slice:0018-0566:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_11,10.615,412.262,4376.152,84926.000
20,A-slice:0019-0574:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_11,21.230,326.070,6922.457,134341.000
21,A-slice:0020-0572:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_11,10.306,229.600,2366.212,45920.000
22,A-slice:0021-0592:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_11,30.866,252.135,7782.373,151029.000
23,A-slice:0022-0588:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_11,12.161,210.030,2554.138,49567.000
24,A-slice:0023-0598:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_11,16.541,246.140,4071.358,79011.000
25,A-slice:0024-0611:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_11,43.490,247.903,10781.413,209230.000
