 ,Label,Area,Mean,IntDen,RawIntDen
1,A-slice:mNC:c:1/3 z:5/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb4_10,20841.729,92.192,1921447.000,37288653.000
2,A-slice:0001-0285:c:1/3 z:5/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb4_10,21.281,164.959,3510.568,68128.000
3,A-slice:0002-0285:c:1/3 z:5/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb4_10,10.460,167.739,1754.614,34051.000
4,A-slice:0003-0292:c:1/3 z:5/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb4_10,24.270,187.448,4549.392,88288.000
5,A-slice:0004-0298:c:1/3 z:5/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb4_10,16.180,155.545,2516.728,48841.000
6,A-slice:0005-0302:c:1/3 z:5/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb4_10,25.095,174.014,4366.825,84745.000
7,A-slice:0006-0305:c:1/3 z:5/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb4_10,21.900,191.499,4193.791,81387.000
8,A-slice:0007-0304:c:1/3 z:5/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb4_10,18.860,197.087,3716.993,72134.000
9,A-slice:0008-0311:c:1/3 z:5/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb4_10,23.188,248.464,5761.406,111809.000
10,A-slice:0009-0311:c:1/3 z:5/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb4_10,21.642,192.938,4175.601,81034.000
11,A-slice:0010-0312:c:1/3 z:5/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb4_10,11.285,178.119,2010.043,39008.000
12,A-slice:0011-0316:c:1/3 z:5/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb4_10,30.144,298.889,9009.846,174850.000
13,A-slice:0012-0323:c:1/3 z:5/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb4_10,29.320,274.459,8047.129,156167.000
