 ,Label,Area,Mean,IntDen,RawIntDen
1,A-slice:pNC:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb7_11,3618.882,127.890,462817.040,8981681.000
2,A-slice:0001-0349:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb7_11,19.993,342.131,6840.320,132747.000
3,A-slice:0002-0381:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb7_11,38.441,395.807,15215.071,295272.000
4,A-slice:0003-0379:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb7_11,15.304,374.411,5730.025,111200.000
5,A-slice:0004-0382:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb7_11,19.323,282.925,5467.072,106097.000
6,A-slice:0005-0390:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb7_11,23.961,258.920,6203.989,120398.000
7,A-slice:0006-0390:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb7_11,15.562,392.311,6105.053,118478.000
8,A-slice:0007-0400:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb7_11,19.787,394.510,7806.231,151492.000
9,A-slice:0008-0402:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb7_11,14.222,288.471,4102.636,79618.000
10,A-slice:0009-0410:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb7_11,17.365,272.911,4739.174,91971.000
11,A-slice:0010-0408:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb7_11,12.470,357.496,4457.980,86514.000
12,A-slice:0011-0417:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb7_11,26.744,276.451,7393.278,143478.000
13,A-slice:0012-0417:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb7_11,23.755,375.252,8914.053,172991.000
14,A-slice:0013-0430:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb7_11,41.996,318.745,13386.049,259777.000
15,A-slice:0014-0425:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb7_11,10.512,310.917,3268.330,63427.000
16,A-slice:0015-0446:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb7_11,25.868,269.550,6972.595,135314.000
