 ,Label,Area,Mean,IntDen,RawIntDen
1,A-slice:pNC:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb7_11,4808.119,106.976,514355.367,9981862.000
2,A-slice:0001-0279:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb7_11,14.686,249.505,3664.176,71109.000
3,A-slice:0002-0283:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb7_11,21.797,243.931,5316.917,103183.000
4,A-slice:0003-0298:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb7_11,15.253,212.419,3239.937,62876.000
5,A-slice:0004-0305:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb7_11,14.274,202.162,2885.572,55999.000
6,A-slice:0005-0318:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb7_11,15.819,145.072,2294.947,44537.000
7,A-slice:0006-0329:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb7_11,36.019,173.619,6253.559,121360.000
8,A-slice:0007-0324:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb7_11,15.562,214.563,3338.976,64798.000
9,A-slice:0008-0327:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb7_11,13.449,162.184,2181.223,42330.000
10,A-slice:0009-0342:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb7_11,17.520,190.591,3339.131,64801.000
11,A-slice:0010-0352:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb7_11,34.885,188.081,6561.239,127331.000
12,A-slice:0011-0356:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb7_11,38.183,223.848,8547.167,165871.000
13,A-slice:0012-0349:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb7_11,11.233,165.670,1861.021,36116.000
14,A-slice:0013-0366:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb7_11,30.763,197.652,6080.319,117998.000
15,A-slice:0014-0370:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb7_11,28.083,222.580,6250.777,121306.000
16,A-slice:0015-0367:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb7_11,14.995,166.990,2504.000,48594.000
17,A-slice:0016-0379:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb7_11,23.137,235.637,5451.820,105801.000
18,A-slice:0017-0388:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb7_11,31.227,247.541,7729.865,150010.000
19,A-slice:0018-0390:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb7_11,19.684,215.736,4246.556,82411.000
20,A-slice:0019-0402:c:1/3 z:4/6 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb7_11,40.553,223.258,9053.851,175704.000
