 ,Label,Area,Mean,IntDen,RawIntDen
1,A-slice:pNC:c:1/4 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb9_3ss_sec3,13095.683,155.013,2030002.011,39395331
2,A-slice:0001-0452:c:1/4 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb9_3ss_sec3,34.834,395.772,13786.172,267542
3,A-slice:0002-0466:c:1/4 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb9_3ss_sec3,36.689,419.506,15391.094,298688
4,A-slice:0003-0473:c:1/4 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb9_3ss_sec3,42.614,459.039,19561.697,379625
5,A-slice:0004-0483:c:1/4 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb9_3ss_sec3,32.876,569.321,18716.724,363227
6,A-slice:0005-0501:c:1/4 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb9_3ss_sec3,57.455,482.143,27701.475,537590
7,A-slice:0006-0502:c:1/4 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb9_3ss_sec3,37.410,543.112,20317.833,394299
8,A-slice:0007-0535:c:1/4 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb9_3ss_sec3,54.930,496.357,27264.870,529117
9,A-slice:0008-0531:c:1/4 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb9_3ss_sec3,16.077,632.240,10164.559,197259
10,A-slice:0009-0554:c:1/4 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb9_3ss_sec3,141.293,548.859,77549.702,1504972
11,A-slice:0010-0539:c:1/4 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb9_3ss_sec3,37.719,476.802,17984.600,349019
12,A-slice:0011-0554:c:1/4 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb9_3ss_sec3,77.963,516.459,40264.915,781403
13,A-slice:0012-0566:c:1/4 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb9_3ss_sec3,19.117,584.639,11176.692,216901
14,A-slice:0013-0578:c:1/4 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb9_3ss_sec3,57.506,522.026,30019.816,582581
15,A-slice:0014-0577:c:1/4 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb9_3ss_sec3,20.457,529.804,10838.198,210332
16,A-slice:0015-0590:c:1/4 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb9_3ss_sec3,45.036,758.429,34156.874,662867
17,A-slice:0016-0602:c:1/4 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb9_3ss_sec3,36.740,453.767,16671.487,323536
18,A-slice:0017-0611:c:1/4 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb9_3ss_sec3,32.515,510.277,16591.565,321985
19,A-slice:0018-0641:c:1/4 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb9_3ss_sec3,136.500,532.912,72742.613,1411683
20,A-slice:0019-0640:c:1/4 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb9_3ss_sec3,22.209,392.037,8706.752,168968
21,A-slice:0020-0656:c:1/4 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb9_3ss_sec3,25.765,425.696,10967.845,212848
22,A-slice:0021-0664:c:1/4 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb9_3ss_sec3,30.814,394.836,12166.615,236112
23,A-slice:0022-0683:c:1/4 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb9_3ss_sec3,93.422,444.172,41495.479,805284
24,A-slice:0023-0704:c:1/4 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb9_3ss_sec3,49.313,441.809,21787.028,422811
25,A-slice:0024-0730:c:1/4 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb9_3ss_sec3,26.537,420.171,11150.257,216388
26,A-slice:0025-0770:c:1/4 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb9_3ss_sec3,31.124,495.205,15412.530,299104
27,A-slice:0026-0927:c:1/4 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb9_3ss_sec3,35.916,483.717,17373.054,337151
28,A-slice:0027-0942:c:1/4 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb9_3ss_sec3,21.797,417.426,9098.527,176571
29,A-slice:0028-0959:c:1/4 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb9_3ss_sec3,19.890,435.575,8663.674,168132
30,A-slice:0029-0968:c:1/4 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb9_3ss_sec3,44.573,584.814,26066.666,505864
31,A-slice:0030-0985:c:1/4 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb9_3ss_sec3,39.214,500.904,19642.236,381188
