 ,Label,Area,Mean,IntDen,RawIntDen
1,A-slice:pNC:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb1_6ss_sec3,6321.835,157.679,996822.167,19344877.000
2,A-slice:0001-0689:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb1_6ss_sec3,18.550,464.881,8623.739,167357.000
3,A-slice:0002-0693:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb1_6ss_sec3,17.468,445.935,7789.742,151172.000
4,A-slice:0003-0707:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb1_6ss_sec3,27.929,529.500,14788.256,286989.000
5,A-slice:0004-0707:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb1_6ss_sec3,23.549,477.709,11249.451,218313.000
6,A-slice:0005-0724:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb1_6ss_sec3,18.396,524.070,9640.715,187093.000
7,A-slice:0006-0728:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb1_6ss_sec3,16.438,445.918,7329.897,142248.000
8,A-slice:0007-0743:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb1_6ss_sec3,21.127,452.180,9553.167,185394.000
9,A-slice:0008-0746:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb1_6ss_sec3,16.902,419.662,7092.915,137649.000
10,A-slice:0009-0775:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb1_6ss_sec3,19.014,403.864,7679.161,149026.000
11,A-slice:0010-0788:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb1_6ss_sec3,22.570,435.895,9838.020,190922.000
12,A-slice:0011-0960:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb1_6ss_sec3,17.881,418.378,7480.826,145177.000
13,A-slice:pNC:c:2/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb1_6ss_sec3,6321.835,76.552,483946.404,9391729.000
14,A-slice:0001-0689:c:2/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb1_6ss_sec3,18.550,83.831,1555.094,30179.000
15,A-slice:0002-0693:c:2/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb1_6ss_sec3,17.468,602.147,10518.512,204128.000
16,A-slice:0003-0707:c:2/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb1_6ss_sec3,27.929,72.315,2019.679,39195.000
17,A-slice:0004-0707:c:2/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb1_6ss_sec3,23.549,164.451,3872.610,75154.000
18,A-slice:0005-0724:c:2/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb1_6ss_sec3,18.396,66.238,1218.506,23647.000
19,A-slice:0006-0728:c:2/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb1_6ss_sec3,16.438,130.608,2146.904,41664.000
