 ,Label,Area,Mean,IntDen,RawIntDen
1,A-slice:pNC:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_8ss_sec3,5193.814,175.881,913494.003,17727765.000
2,A-slice:0001-0863:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_8ss_sec3,15.922,524.935,8358.261,162205.000
3,A-slice:0002-0890:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_8ss_sec3,27.156,652.717,17725.048,343982.000
4,A-slice:0003-0919:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_8ss_sec3,38.853,602.408,23405.296,454216.000
5,A-slice:pNC:c:2/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_8ss_sec3,5193.814,71.454,371116.805,7202096.000
6,A-slice:0001-0863:c:2/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_8ss_sec3,15.922,52.618,837.810,16259.000
7,A-slice:0002-0890:c:2/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_8ss_sec3,27.156,96.186,2612.005,50690.000
8,A-slice:0003-0919:c:2/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_8ss_sec3,38.853,53.836,2091.665,40592.000
9,A-slice:pNC:c:3/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_8ss_sec3,5193.814,60.272,313039.448,6075015.000
10,A-slice:0001-0863:c:3/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_8ss_sec3,15.922,47.482,756.033,14672.000
11,A-slice:0002-0890:c:3/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_8ss_sec3,27.156,225.596,6126.231,118889.000
12,A-slice:0003-0919:c:3/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_8ss_sec3,38.853,410.040,15931.221,309170.000
