 ,Label,Area,Mean,IntDen,RawIntDen
1,A-slice:mNC:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb3_7ss_sec1,3331.814,179.742,598868.028,11621961.000
2,A-slice:0001-0427:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb3_7ss_sec1,27.362,558.881,15292.055,296766.000
3,A-slice:0002-0445:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb3_7ss_sec1,33.185,460.766,15290.355,296733.000
4,A-slice:0003-0444:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb3_7ss_sec1,35.813,482.722,17287.567,335492.000
5,A-slice:0004-0455:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb3_7ss_sec1,27.980,401.274,11227.757,217892.000
6,A-slice:0005-0469:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb3_7ss_sec1,26.898,516.711,13898.556,269723.000
7,A-slice:0006-0468:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb3_7ss_sec1,18.705,393.333,7357.311,142780.000
8,A-slice:0007-0471:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb3_7ss_sec1,25.816,421.485,10881.070,211164.000
9,A-slice:0008-0483:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb3_7ss_sec1,51.065,492.501,25149.656,488068.000
10,A-slice:0009-0475:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb3_7ss_sec1,30.144,540.080,16280.433,315947.000
11,A-slice:0010-0480:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb3_7ss_sec1,23.188,442.493,10260.558,199122.000
12,A-slice:0011-0488:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb3_7ss_sec1,27.516,450.506,12396.332,240570.000
13,A-slice:0012-0498:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb3_7ss_sec1,38.904,406.714,15822.959,307069.000
14,A-slice:0013-0497:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb3_7ss_sec1,17.211,369.829,6365.017,123523.000
15,A-slice:0014-0507:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb3_7ss_sec1,28.289,427.523,12094.372,234710.000
16,A-slice:0015-0512:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb3_7ss_sec1,34.937,574.581,20073.946,389566.000
17,A-slice:0016-0517:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb3_7ss_sec1,27.671,509.534,14099.365,273620.000
18,A-slice:0017-0522:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb3_7ss_sec1,35.091,421.737,14799.283,287203.000
19,A-slice:0018-0527:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb3_7ss_sec1,36.637,464.795,17028.737,330469.000
20,A-slice:mNC:c:2/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb3_7ss_sec1,3331.814,113.238,377287.609,7321850.000
21,A-slice:0001-0427:c:2/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb3_7ss_sec1,27.362,138.162,3780.374,73364.000
22,A-slice:0002-0445:c:2/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb3_7ss_sec1,33.185,91.894,3049.486,59180.000
23,A-slice:0003-0444:c:2/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb3_7ss_sec1,35.813,84.301,3019.033,58589.000
24,A-slice:0004-0455:c:2/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb3_7ss_sec1,27.980,198.727,5560.443,107909.000
25,A-slice:0005-0469:c:2/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb3_7ss_sec1,26.898,294.830,7930.365,153901.000
