 ,Label,Area,Mean,IntDen,RawIntDen
1,A-slice:mNC:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_8ss_sec2,5569.770,268.024,1492829.912,28970675.000
2,A-slice:0001-0606:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_8ss_sec2,20.148,769.197,15497.656,300756.000
3,A-slice:0002-0603:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_8ss_sec2,23.858,769.719,18363.905,356380.000
4,A-slice:0003-0640:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_8ss_sec2,21.333,791.092,16876.366,327512.000
5,A-slice:0004-0941:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_8ss_sec2,21.385,801.260,17134.578,332523.000
6,A-slice:mNC:c:2/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_8ss_sec2,5569.770,115.830,645147.408,12520084.000
7,A-slice:0001-0606:c:2/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_8ss_sec2,20.148,61.366,1236.387,23994.000
8,A-slice:0002-0603:c:2/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_8ss_sec2,23.858,92.022,2195.445,42606.000
9,A-slice:0003-0640:c:2/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_8ss_sec2,21.333,118.341,2524.560,48993.000
10,A-slice:0004-0941:c:2/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_8ss_sec2,21.385,43.017,919.896,17852.000
11,A-slice:mNC:c:3/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_8ss_sec2,5569.770,112.194,624895.481,12127064.000
12,A-slice:0001-0606:c:3/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_8ss_sec2,20.148,825.783,16637.735,322881.000
13,A-slice:0002-0603:c:3/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_8ss_sec2,23.858,95.210,2271.501,44082.000
14,A-slice:0003-0640:c:3/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_8ss_sec2,21.333,326.546,6966.206,135190.000
15,A-slice:0004-0941:c:3/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb6_8ss_sec2,21.385,71.981,1539.274,29872.000
