 ,Label,Area,Mean,IntDen,RawIntDen
1,A-slice:mNC:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb11_9ss_sec,7659.631,206.925,1584971.339,30758822.000
2,A-slice:0001-0488:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb11_9ss_sec,27.929,532.967,14885.079,288868.000
3,A-slice:0002-0529:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb11_9ss_sec,51.941,592.071,30752.919,596808.000
4,A-slice:0003-0523:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb11_9ss_sec,21.900,527.172,11544.969,224048.000
5,A-slice:0004-0536:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb11_9ss_sec,39.523,628.463,24838.575,482031.000
6,A-slice:0005-0540:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb11_9ss_sec,15.407,539.502,8312.195,161311.000
7,A-slice:0006-0550:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb11_9ss_sec,19.478,589.148,11475.405,222698.000
8,A-slice:0007-0552:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb11_9ss_sec,15.046,556.719,8376.657,162562.000
9,A-slice:0008-0586:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb11_9ss_sec,18.911,580.975,10986.910,213218.000
10,A-slice:0009-0594:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb11_9ss_sec,29.217,624.229,18238.071,353938.000
11,A-slice:0010-0715:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb11_9ss_sec,15.253,565.730,8628.840,167456.000
12,A-slice:mNC:c:2/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb11_9ss_sec,7659.631,76.754,587903.842,11409184.000
13,A-slice:0001-0488:c:2/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb11_9ss_sec,27.929,52.876,1476.770,28659.000
14,A-slice:0002-0529:c:2/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb11_9ss_sec,51.941,121.531,6312.457,122503.000
15,A-slice:0003-0523:c:2/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb11_9ss_sec,21.900,43.224,946.588,18370.000
