 ,Label,Area,Mean,IntDen,RawIntDen
1,A-slice:mNC:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb8_8ss_sec3,7713.118,240.527,1855211.469,36003250.000
2,A-slice:0001-0593:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb8_8ss_sec3,20.354,593.704,12084.220,234513.000
3,A-slice:0002-0606:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb8_8ss_sec3,25.404,630.389,16014.286,310782.000
4,A-slice:0003-0627:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb8_8ss_sec3,45.500,671.154,30537.580,592629.000
5,A-slice:0004-0626:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb8_8ss_sec3,24.476,668.105,16352.728,317350.000
6,A-slice:0005-0630:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb8_8ss_sec3,20.354,586.319,11933.910,231596.000
7,A-slice:0006-0660:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb8_8ss_sec3,31.690,654.460,20740.062,402493.000
8,A-slice:0007-0666:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb8_8ss_sec3,27.929,530.456,14814.948,287507.000
9,A-slice:0008-0669:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb8_8ss_sec3,24.064,573.683,13805.134,267910.000
10,A-slice:0009-0676:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb8_8ss_sec3,27.465,725.383,19922.606,386629.000
11,A-slice:0010-0675:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb8_8ss_sec3,16.438,524.448,8620.750,167299.000
12,A-slice:0011-0691:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb8_8ss_sec3,21.281,596.983,12704.681,246554.000
13,A-slice:0012-0703:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb8_8ss_sec3,40.708,541.185,22030.503,427536.000
14,A-slice:0013-0711:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb8_8ss_sec3,24.013,586.288,14078.238,273210.000
15,A-slice:0014-0737:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb8_8ss_sec3,30.866,594.703,18356.021,356227.000
16,A-slice:0015-0753:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb8_8ss_sec3,40.914,605.802,24785.810,481007.000
17,A-slice:0016-0752:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb8_8ss_sec3,27.620,605.506,16723.788,324551.000
