 ,Label,Area,Mean,IntDen,RawIntDen
1,A-slice:background:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb2_6ss_sec3,40.193,11.264,452.734,8786
2,A-slice:background:c:2/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb2_6ss_sec3,40.193,6.835,274.701,5331
3,A-slice:background:c:3/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb2_6ss_sec3,40.193,6.500,261.252,5070
