 ,Label,Area,Mean,IntDen,RawIntDen
1,A-slice:pNC:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb3_7ss_sec1,7239.928,152.060,1100900.905,21364686
2,A-slice:0001-0501:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb3_7ss_sec1,26.074,447.569,11669.773,226470
3,A-slice:0002-0537:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb3_7ss_sec1,16.902,389.018,6574.997,127598
4,A-slice:0003-0559:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb3_7ss_sec1,30.299,391.857,11872.900,230412
5,A-slice:0004-0562:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb3_7ss_sec1,39.677,398.981,15830.482,307215
6,A-slice:0005-0560:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb3_7ss_sec1,21.488,413.739,8890.247,172529
7,A-slice:0006-0626:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb3_7ss_sec1,30.144,479.145,14443.579,280300
8,A-slice:0007-0677:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb3_7ss_sec1,27.877,563.708,15714.593,304966
9,A-slice:0008-0692:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb3_7ss_sec1,28.599,491.308,14050.722,272676
10,A-slice:0009-0696:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb3_7ss_sec1,17.932,381.273,6837.022,132683
11,A-slice:0010-0710:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb3_7ss_sec1,46.685,492.494,22992.240,446200
12,A-slice:0011-0721:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb3_7ss_sec1,27.980,405.622,11349.417,220253
13,A-slice:0012-0727:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb3_7ss_sec1,20.869,467.978,9766.343,189531
14,A-slice:0013-0741:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb3_7ss_sec1,53.539,517.898,27727.549,538096
15,A-slice:0014-0738:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb3_7ss_sec1,28.496,499.655,14237.926,276309
16,A-slice:0015-0757:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb3_7ss_sec1,31.536,562.598,17741.950,344310
17,A-slice:pNC:c:2/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb3_7ss_sec1,7239.928,79.659,576726.172,11192264
