 ,Label,Area,Mean,IntDen,RawIntDen
1,A-slice:mNC:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb10_9ss_sec,7727.186,187.152,1446159.942,28064972
2,A-slice:0001-1816:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb10_9ss_sec,33.133,784.998,26009.469,504754
3,A-slice:0002-1824:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb10_9ss_sec,16.335,637.104,10406.900,201962
4,A-slice:0003-2024:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb10_9ss_sec,17.417,663.376,11553.884,224221
5,A-slice:0004-2045:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb10_9ss_sec,28.599,611.800,17496.620,339549
6,A-slice:mNC:c:2/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb10_9ss_sec,7727.186,103.453,799398.233,15513560
7,A-slice:0001-1816:c:2/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb10_9ss_sec,33.133,61.098,2024.368,39286
8,A-slice:0002-1824:c:2/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb10_9ss_sec,16.335,229.350,3746.364,72704
9,A-slice:0003-2024:c:2/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb10_9ss_sec,17.417,682.538,11887.637,230698
10,A-slice:0004-2045:c:2/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb10_9ss_sec,28.599,146.276,4183.279,81183
11,A-slice:mNC:c:3/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb10_9ss_sec,7727.186,62.904,486071.820,9432976
12,A-slice:0001-1816:c:3/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb10_9ss_sec,33.133,309.933,10269.060,199287
13,A-slice:0002-1824:c:3/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb10_9ss_sec,16.335,211.148,3449.042,66934
14,A-slice:0003-2024:c:3/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb10_9ss_sec,17.417,207.476,3613.574,70127
15,A-slice:0004-2045:c:3/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb10_9ss_sec,28.599,104.571,2990.589,58037
