 ,Label,Area,Mean,IntDen,RawIntDen
1,A-slice:pNC:c:1/4 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb10_10ss_se,7003.564,73.023,511423.161,9924958.000
2,A-slice:0001-0359:c:1/4 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb10_10ss_se,30.763,358.152,11017.776,213817.000
3,A-slice:0002-0419:c:1/4 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb10_10ss_se,30.763,390.437,12010.946,233091.000
4,A-slice:0003-0436:c:1/4 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb10_10ss_se,26.125,434.724,11357.249,220405.000
5,A-slice:pNC:c:2/4 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb10_10ss_se,7003.564,17.422,122016.137,2367912.000
6,A-slice:0001-0359:c:2/4 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb10_10ss_se,30.763,16.109,495.554,9617.000
7,A-slice:0002-0419:c:2/4 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb10_10ss_se,30.763,22.477,691.468,13419.000
8,A-slice:0003-0436:c:2/4 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb10_10ss_se,26.125,49.536,1294.151,25115.000
9,A-slice:pNC:c:3/4 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb10_10ss_se,7003.564,19.892,139315.402,2703631.000
10,A-slice:0001-0359:c:3/4 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb10_10ss_se,30.763,21.449,659.829,12805.000
11,A-slice:0002-0419:c:3/4 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb10_10ss_se,30.763,296.794,9130.217,177186.000
12,A-slice:0003-0436:c:3/4 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb10_10ss_se,26.125,35.114,917.371,17803.000
