 ,Label,Area,Mean,IntDen,RawIntDen
1,A-slice:mNC:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb5_7ss_sec1,3546.226,187.473,664822.108,12901902.000
2,A-slice:0001-0363:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb5_7ss_sec1,18.653,472.936,8821.919,171203.000
3,A-slice:0002-0391:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb5_7ss_sec1,35.452,527.772,18710.541,363107.000
4,A-slice:0003-0424:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb5_7ss_sec1,72.810,590.082,42964.159,833786.000
5,A-slice:0004-0429:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb5_7ss_sec1,33.958,502.255,17055.378,330986.000
6,A-slice:0005-0493:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb5_7ss_sec1,26.280,560.555,14731.265,285883.000
7,A-slice:0006-0540:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb5_7ss_sec1,18.602,554.837,10321.053,200296.000
8,A-slice:0007-0547:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb5_7ss_sec1,16.283,467.320,7609.442,147673.000
9,A-slice:0008-0553:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb5_7ss_sec1,20.199,510.684,10315.487,200188.000
10,A-slice:0009-0568:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb5_7ss_sec1,26.692,522.014,13933.596,270403.000
11,A-slice:0010-0574:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb5_7ss_sec1,13.655,549.038,7497.212,145495.000
12,A-slice:0011-0584:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb5_7ss_sec1,27.001,564.097,15231.303,295587.000
13,A-slice:0012-0593:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb5_7ss_sec1,18.344,513.969,9428.416,182973.000
14,A-slice:0013-0607:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb5_7ss_sec1,18.035,481.880,8690.778,168658.000
15,A-slice:mNC:c:2/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb5_7ss_sec1,3546.226,111.772,396367.870,7692132.000
16,A-slice:0001-0363:c:2/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb5_7ss_sec1,18.653,43.666,814.519,15807.000
17,A-slice:0002-0391:c:2/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb5_7ss_sec1,35.452,100.044,3546.741,68830.000
18,A-slice:0003-0424:c:2/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb5_7ss_sec1,72.810,97.259,7081.476,137427.000
19,A-slice:0004-0429:c:2/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb5_7ss_sec1,33.958,32.592,1106.740,21478.000
20,A-slice:0005-0493:c:2/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb5_7ss_sec1,26.280,51.400,1350.781,26214.000
21,A-slice:0006-0540:c:2/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb5_7ss_sec1,18.602,580.166,10792.234,209440.000
22,A-slice:0007-0547:c:2/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb5_7ss_sec1,16.283,104.462,1700.972,33010.000
23,A-slice:0008-0553:c:2/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb5_7ss_sec1,20.199,832.143,16808.760,326200.000
24,A-slice:0009-0568:c:2/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb5_7ss_sec1,26.692,120.689,3221.438,62517.000
25,A-slice:0010-0574:c:2/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb5_7ss_sec1,13.655,169.683,2317.053,44966.000
26,A-slice:0011-0584:c:2/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb5_7ss_sec1,27.001,168.385,4546.610,88234.000
27,A-slice:0012-0593:c:2/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb5_7ss_sec1,18.344,251.576,4614.989,89561.000
28,A-slice:0013-0607:c:2/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb5_7ss_sec1,18.035,56.137,1012.442,19648.000
29,A-slice:mNC:c:3/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb5_7ss_sec1,3546.226,72.940,258661.822,5019733.000
30,A-slice:0001-0363:c:3/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb5_7ss_sec1,18.653,43.268,807.099,15663.000
31,A-slice:0002-0391:c:3/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb5_7ss_sec1,35.452,295.519,10476.722,203317.000
