 ,Label,Area,Mean,IntDen,RawIntDen
1,A-slice:pNC:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb8_8ss_sec3,3784.444,244.109,923817.477,17928108.000
2,A-slice:0001-0662:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb8_8ss_sec3,24.425,493.975,12065.206,234144.000
3,A-slice:0002-0673:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb8_8ss_sec3,24.373,545.539,13296.543,258040.000
4,A-slice:0003-0679:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb8_8ss_sec3,18.808,529.441,9957.773,193246.000
5,A-slice:0004-0691:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb8_8ss_sec3,40.966,620.351,25413.021,493179.000
6,A-slice:0005-0695:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb8_8ss_sec3,26.589,528.715,14057.987,272817.000
7,A-slice:0006-0693:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb8_8ss_sec3,19.736,560.428,11060.391,214644.000
8,A-slice:pNC:c:2/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb8_8ss_sec3,3784.444,55.573,210312.213,4081434.000
9,A-slice:0001-0662:c:2/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb8_8ss_sec3,24.425,280.084,6840.990,132760.000
10,A-slice:0002-0673:c:2/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb8_8ss_sec3,24.373,46.243,1127.094,21873.000
11,A-slice:0003-0679:c:2/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb8_8ss_sec3,18.808,74.564,1402.413,27216.000
12,A-slice:0004-0691:c:2/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb8_8ss_sec3,40.966,38.603,1581.373,30689.000
13,A-slice:0005-0695:c:2/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb8_8ss_sec3,26.589,56.859,1511.809,29339.000
14,A-slice:0006-0693:c:2/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb8_8ss_sec3,19.736,72.867,1438.071,27908.000
15,A-slice:pNC:c:3/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb8_8ss_sec3,3784.444,99.161,375270.351,7282702.000
16,A-slice:0001-0662:c:3/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb8_8ss_sec3,24.425,744.646,18187.779,352962.000
17,A-slice:0002-0673:c:3/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb8_8ss_sec3,24.373,58.144,1417.151,27502.000
18,A-slice:0003-0679:c:3/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb8_8ss_sec3,18.808,43.934,826.319,16036.000
19,A-slice:0004-0691:c:3/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb8_8ss_sec3,40.966,737.979,30231.704,586693.000
20,A-slice:0005-0695:c:3/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb8_8ss_sec3,26.589,307.242,8169.253,158537.000
21,A-slice:0006-0693:c:3/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb8_8ss_sec3,19.736,214.689,4237.024,82226.000
