 ,Label,Area,Mean,IntDen,RawIntDen
1,A-slice:pNC:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb11_9ss_sec,4488.124,164.578,738646.418,14334577.000
2,A-slice:0001-0874:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb11_9ss_sec,23.755,444.926,10569.165,205111.000
3,A-slice:0002-0883:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb11_9ss_sec,30.041,540.005,16222.514,314823.000
4,A-slice:0003-0891:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb11_9ss_sec,33.133,483.588,16022.788,310947.000
5,A-slice:0004-0902:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb11_9ss_sec,23.446,501.176,11750.416,228035.000
6,A-slice:0005-0921:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb11_9ss_sec,17.211,433.895,7467.634,144921.000
7,A-slice:0006-0927:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb11_9ss_sec,26.022,586.410,15259.643,296137.000
8,A-slice:0007-0938:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb11_9ss_sec,17.674,412.003,7281.924,141317.000
9,A-slice:0008-0948:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb11_9ss_sec,26.434,422.789,11176.176,216891.000
10,A-slice:0009-0956:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb11_9ss_sec,15.871,417.880,6632.143,128707.000
11,A-slice:0010-1023:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb11_9ss_sec,15.613,494.815,7725.691,149929.000
12,A-slice:0011-1037:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb11_9ss_sec,15.253,508.476,7755.578,150509.000
13,A-slice:pNC:c:2/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb11_9ss_sec,4488.124,53.728,241138.406,4679664.000
14,A-slice:0001-0874:c:2/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb11_9ss_sec,23.755,69.477,1650.422,32029.000
15,A-slice:0002-0883:c:2/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb11_9ss_sec,30.041,101.317,3043.715,59068.000
16,A-slice:0003-0891:c:2/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb11_9ss_sec,33.133,54.765,1814.542,35214.000
17,A-slice:0004-0902:c:2/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb11_9ss_sec,23.446,99.231,2326.534,45150.000
18,A-slice:0005-0921:c:2/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb11_9ss_sec,17.211,49.102,845.076,16400.000
19,A-slice:0006-0927:c:2/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb11_9ss_sec,26.022,49.307,1283.072,24900.000
20,A-slice:0007-0938:c:2/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb11_9ss_sec,17.674,60.338,1066.444,20696.000
21,A-slice:0008-0948:c:2/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb11_9ss_sec,26.434,38.953,1029.704,19983.000
22,A-slice:0009-0956:c:2/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb11_9ss_sec,15.871,137.698,2185.396,42411.000
23,A-slice:0010-1023:c:2/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb11_9ss_sec,15.613,55.026,859.143,16673.000
24,A-slice:0011-1037:c:2/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb11_9ss_sec,15.253,35.926,547.959,10634.000
25,A-slice:pNC:c:3/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb11_9ss_sec,4488.124,123.987,556470.431,10799170.000
26,A-slice:0001-0874:c:3/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb11_9ss_sec,23.755,421.141,10004.149,194146.000
