 ,Label,Area,Mean,IntDen,RawIntDen
1,A-slice:pNC:c:1/4 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb9_3ss_sec1,13301.438,120.221,1599107.289,31033152
2,A-slice:0001-0668:c:1/4 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb9_3ss_sec1,22.621,388.597,8790.538,170594
3,A-slice:0002-0677:c:1/4 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb9_3ss_sec1,28.856,423.195,12211.806,236989
4,A-slice:0003-0679:c:1/4 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb9_3ss_sec1,24.064,536.700,12915.177,250639
5,A-slice:0004-0699:c:1/4 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb9_3ss_sec1,20.405,361.578,7378.180,143185
6,A-slice:0005-0702:c:1/4 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb9_3ss_sec1,49.777,460.952,22944.833,445280
7,A-slice:0006-0723:c:1/4 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb9_3ss_sec1,33.133,420.916,13946.272,270649
8,A-slice:0007-0725:c:1/4 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb9_3ss_sec1,21.848,378.101,8260.872,160315
9,A-slice:0008-0731:c:1/4 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb9_3ss_sec1,15.871,383.922,6093.201,118248
10,A-slice:0009-0744:c:1/4 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb9_3ss_sec1,24.219,447.904,10847.627,210515
11,A-slice:0010-0750:c:1/4 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb9_3ss_sec1,40.193,383.360,15408.253,299021
12,A-slice:0011-0756:c:1/4 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb9_3ss_sec1,19.581,400.747,7847.042,152284
13,A-slice:0012-0775:c:1/4 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb9_3ss_sec1,46.428,434.599,20177.417,391574
14,A-slice:0013-0789:c:1/4 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb9_3ss_sec1,34.731,430.475,14950.624,290140
15,A-slice:0014-0800:c:1/4 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb9_3ss_sec1,17.932,400.753,7186.337,139462
16,A-slice:0015-0842:c:1/4 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb9_3ss_sec1,29.526,450.592,13304.221,258189
17,A-slice:0016-0876:c:1/4 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb9_3ss_sec1,39.523,432.325,17086.656,331593
18,A-slice:0017-0886:c:1/4 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb9_3ss_sec1,41.738,427.035,17823.778,345898
19,A-slice:0018-0979:c:1/4 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb9_3ss_sec1,34.112,496.837,16948.197,328906
20,A-slice:0019-0995:c:1/4 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb9_3ss_sec1,21.178,368.891,7812.518,151614
21,A-slice:0020-1017:c:1/4 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb9_3ss_sec1,31.175,392.501,12236.231,237463
22,A-slice:0021-1038:c:1/4 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb9_3ss_sec1,31.278,426.562,13342.043,258923
23,A-slice:pNC:c:2/4 - 20210121_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb9_3ss_sec1,13301.438,432.234,5749337.302,111574789
