 ,Label,Area,Mean,IntDen,RawIntDen
1,A-slice:pNC:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb1_6ss_sec1,7118.577,150.742,1073066.382,20824514.000
2,A-slice:0001-0311:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb1_6ss_sec1,29.938,566.979,16974.426,329415.000
3,A-slice:0002-0357:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb1_6ss_sec1,35.246,459.459,16194.019,314270.000
4,A-slice:0003-0364:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb1_6ss_sec1,32.669,531.309,17357.544,336850.000
5,A-slice:0004-0386:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb1_6ss_sec1,23.858,576.717,13759.274,267020.000
6,A-slice:0005-0391:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb1_6ss_sec1,19.117,595.695,11388.064,221003.000
7,A-slice:0006-0408:c:1/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb1_6ss_sec1,34.370,503.781,17314.878,336022.000
8,A-slice:pNC:c:2/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb1_6ss_sec1,7118.577,98.955,704422.299,13670405.000
9,A-slice:0001-0311:c:2/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb1_6ss_sec1,29.938,90.384,2705.942,52513.000
10,A-slice:0002-0357:c:2/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb1_6ss_sec1,35.246,117.972,4158.030,80693.000
11,A-slice:0003-0364:c:2/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb1_6ss_sec1,32.669,30.465,995.283,19315.000
12,A-slice:0004-0386:c:2/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb1_6ss_sec1,23.858,20.726,494.472,9596.000
13,A-slice:0005-0391:c:2/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb1_6ss_sec1,19.117,164.844,3151.359,61157.000
14,A-slice:0006-0408:c:2/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb1_6ss_sec1,34.370,55.379,1903.378,36938.000
15,A-slice:pNC:c:3/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb1_6ss_sec1,7118.577,112.599,801542.870,15555180.000
16,A-slice:0001-0311:c:3/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb1_6ss_sec1,29.938,217.809,6520.840,126547.000
17,A-slice:0002-0357:c:3/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb1_6ss_sec1,35.246,73.906,2604.894,50552.000
18,A-slice:0003-0364:c:3/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb1_6ss_sec1,32.669,60.650,1981.393,38452.000
19,A-slice:0004-0386:c:3/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb1_6ss_sec1,23.858,137.959,3291.415,63875.000
20,A-slice:0005-0391:c:3/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb1_6ss_sec1,19.117,289.544,5535.297,107421.000
21,A-slice:0006-0408:c:3/4 - 20210210_BRE;H2Bd2EGFP_Pax7;RFP;d2EGFP_Emb1_6ss_sec1,34.370,140.520,4829.659,93727.000
