"","Gene id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Ctrl_rep1","Ctrl_rep2","dnBMPR1A_rep1","dnBMPR1A_rep2"
"67","ENSGALG00000004184",11308.9280702497,0.698369042717904,0.169978891554705,4.10856334177908,3.98128016104322e-05,0.00552031234270022,8756.24925355205,8491.84972705812,13291.7592367868,14695.8540636018
"68","ENSGALG00000003162",798.869795022658,-1.01106255296483,0.249694987272226,-4.04919043033307,5.13951126904006e-05,0.00702147936608562,1196.85948165505,939.126921750556,489.217602327362,570.275174357664
"69","ENSGALG00000015684",1103.83128463412,-1.1295149725531,0.280551190890163,-4.0260565958364,5.6720042588664e-05,0.00763665500940129,1950.16452512632,1080.41150289887,711.58923974889,673.159870762397
"70","ENSGALG00000035108",600.610652346383,1.03845108278748,0.258783926967077,4.01281136335639,5.99998595829578e-05,0.00785068585247434,371.911441042459,414.619457095378,740.901864681728,875.009846565969
"71","ENSGALG00000009913",2352.86668105879,-0.780848349220258,0.194543484367467,-4.01374711550522,5.97623732696046e-05,0.00785068585247434,3098.55962636224,2850.62419611009,1616.23749198647,1846.04540977635
"72","ENSGALG00000052355",571.414404432852,-1.13352642378543,0.283260510411315,-4.00171002353792,6.2886340027818e-05,0.00811408470636708,915.555360526619,654.710902184016,323.449654431314,391.94170058946
"73","ENSGALG00000002605",3300.28291975128,-1.04577812089071,0.262137564587548,-3.98942487520306,6.62336917018987e-05,0.00831501345825188,5832.58282609363,3061.16592488013,2143.86474077755,2163.51818725382
"74","ENSGALG00000014911",313.185397887369,-1.2804472467715,0.320751276095928,-3.99202541719133,6.55113489908785e-05,0.00831501345825188,494.125965577658,393.380598491383,183.96199095781,181.273036522625
"75","ENSGALG00000020788",2841.79663768206,0.898917769848373,0.225539589190367,3.98563184882651,6.73007929478641e-05,0.00833632488647544,1694.14616769483,2273.48129926241,3160.70959189599,4238.84949187501
"76","ENSGALG00000009224",896.314341333791,-0.907547315409466,0.228181037570228,-3.97731259824844,6.96985132173332e-05,0.00851972615511875,1177.89515888235,1160.74979414007,584.23093831656,662.381473996187
"77","ENSGALG00000032259",449.441888700652,-1.47593553061339,0.372041470494269,-3.96712637613371,7.27444241827218e-05,0.00877656754100631,784.912248092441,537.435465544566,326.481994941607,148.937846223995
"78","ENSGALG00000049195",1141.52757596188,0.868280816304876,0.219102976133461,3.96288919314352,7.40481552846884e-05,0.00881932516147122,831.269481536827,784.914339712854,1363.54244946201,1586.38403313584
"79","ENSGALG00000008425",1168.24517001808,0.874751479782741,0.221117910944001,3.95604081120446,7.6202148583524e-05,0.00896098683975871,906.073199140268,743.360051139821,1495.95465174483,1527.59277804742
"80","ENSGALG00000000814",4455.87159377659,0.719134213709551,0.182728586559803,3.9355320765544,8.30125753378234e-05,0.00963983531110474,3114.36322867283,3620.76367766365,5647.22881033672,5441.13065843317
"81","ENSGALG00000003955",241.421391420362,1.52546111256978,0.388993096145748,3.92156346136853,8.79762708294811e-05,0.0100901179753812,91.6608934013992,156.982867942571,313.341852730335,403.699951607143
"82","ENSGALG00000007703",444.705102009311,1.17714589581708,0.300770501506236,3.9137677728435,9.08670299588297e-05,0.0102945696136284,266.554092305218,278.875447756802,504.37930487883,729.011563096395
"83","ENSGALG00000028880",2639.25750709942,0.774944471434441,0.198679251118823,3.90048013101767,9.60021052251262e-05,0.010745295873993,2110.30769520693,1784.06412273557,3095.00888083963,3567.64932961556
"84","ENSGALG00000039781",2908.38751459165,-0.807826009326036,0.20807995671319,-3.88228651181196,0.000103478852462284,0.0114442683258883,4180.5795978937,3223.68936463244,2281.33084391086,1947.95025192961
"85","ENSGALG00000000690",1909.93114197803,0.785785394509009,0.203617568164596,3.85912375632447,0.000113794304553831,0.0121522495238163,1268.50247879637,1535.66181993233,2465.29283486867,2370.26743431476
"86","ENSGALG00000015892",740.390669060178,-1.11602551425635,0.289561248184582,-3.85419499761562,0.000116111029129886,0.0121522495238163,1262.18103787214,764.598909743816,512.465546239613,422.317182385143
"87","ENSGALG00000009560",8484.08948495784,0.719298636487813,0.186659049964843,3.85354279164762,0.000116420905018262,0.0121522495238163,5692.4575522731,7130.71591913254,10096.6831191075,11016.5013493182
"88","ENSGALG00000051796",1321.45217248312,0.823080796652629,0.213338928339881,3.85809004975097,0.000114276547085566,0.0121522495238163,895.537464266544,1013.00121254706,1784.02700022271,1593.24301289615
"89","ENSGALG00000030499",2928.06715229162,-0.71717538873722,0.185733259083633,-3.86131914270824,0.000112776477558079,0.0121522495238163,3447.29245068251,3834.99912097351,2211.58701217411,2218.39002533634
"90","ENSGALG00000028627",298.524476463057,1.35566972135262,0.352085242901448,3.85040199407645,0.000117924111870452,0.01217238888085,126.428818484689,208.694871500124,436.657033482274,422.317182385143
"91","ENSGALG00000005328",1864.25554941803,-0.809420271948555,0.211785455353018,-3.82188791293227,0.000132433886169207,0.0130884127926801,2532.79066364326,2215.30529526016,1204.84996275664,1504.07627601205
"92","ENSGALG00000006860",722.60820409954,0.925564554613541,0.242173421874044,3.82190806675281,0.000132423060656026,0.0130884127926801,489.911671628168,506.962320591008,880.389528155232,1013.16929602375
"93","ENSGALG00000000653",324.161279585014,1.19981512559823,0.313698335825143,3.82474176167454,0.000130909230042247,0.0130884127926801,177.000345878564,216.082300579774,452.829516203839,450.732955677879
"94","ENSGALG00000029968",3986.06846533535,-0.753037802996802,0.197027646541434,-3.82199054912043,0.000132378764397374,0.0130884127926801,5386.9212409351,4619.91346068636,3283.01399247783,2654.42516724212
"95","ENSGALG00000014670",1171.63601043253,0.802652960939968,0.210945293192353,3.80502901388778,0.000141787569654695,0.013865331811496,847.073083847413,860.635487779271,1475.73904834287,1503.09642176058
"96","ENSGALG00000055117",344.076734384542,1.25159281482828,0.329229747710232,3.80157875627283,0.000143777021772816,0.0139134222111402,208.607550499736,198.537156515604,387.128805147479,582.033425375348
"97","ENSGALG00000007361",635.432210742256,0.966224502029063,0.255013695665242,3.78891219747441,0.00015130837524904,0.0144602070149376,424.590115411079,435.858315699373,923.85307546944,757.427336389131
"98","ENSGALG00000014582",1921.01492863794,0.774635475531504,0.204556794100319,3.78689683194588,0.000152540396928298,0.0144602070149376,1272.71677274586,1561.5178217111,2451.1419124873,2398.68320760749
"99","ENSGALG00000004542",951.725103558493,0.899847806691133,0.237853300063642,3.78320505307415,0.00015482176340779,0.0145282240611957,583.679712004312,744.283479774777,1309.97110044682,1168.96612200806
"100","ENSGALG00000006127",3003.31982027995,-0.702953017386832,0.185984537733651,-3.77963150029994,0.000157060628734318,0.0145294208541372,3797.07884849015,3644.77282217251,2159.02644332902,2412.40116712812
"101","ENSGALG00000005534",7914.28133077925,-0.676292418830435,0.179114689854679,-3.77575071804067,0.000159526472241334,0.0145294208541372,9671.80461407867,9800.3481027912,5556.25859502791,6628.71401121924
"102","ENSGALG00000004631",7805.24956148405,0.880731697997888,0.233186947829904,3.77693394160435,0.000158770819578202,0.0145294208541372,6512.13772544883,4476.78202226814,8264.13867072007,11967.9398274991
"103","ENSGALG00000036901",296.465563720509,1.2509158312966,0.333266684297263,3.75349799495958,0.000174383927844686,0.0157284144628848,154.875302643743,195.766870610735,460.915757564622,374.304324062934
"104","ENSGALG00000002064",7752.75097346488,-0.799447555796352,0.214178552222847,-3.73262190587855,0.000189496934024684,0.0169271780489357,11860.0767473512,7835.2919676042,5581.52809928036,5734.10707962379
"105","ENSGALG00000036477",493.519279406307,-1.18547557607386,0.318603458506854,-3.72084967824778,0.000198553605657788,0.0175672666339129,846.019510360041,525.430893290134,256.738163204855,345.888550770198
"106","ENSGALG00000010179",196.77343481278,1.4137315139875,0.380313481791641,3.71727951196331,0.000201379605370609,0.0176492125838958,109.57164268673,105.270864385018,256.738163204855,315.513068974515
"107","ENSGALG00000015681",1698.61233077749,1.01780584937237,0.2739978840704,3.71464857411401,0.000203486286142816,0.0176671738155772,782.805101117696,1462.71095777078,2096.35807278295,2452.57519143854
"108","ENSGALG00000017104",986.58311924931,-0.829561160590878,0.223898487050993,-3.70507711560349,0.000211326429184759,0.0180565182205769,1322.23472665237,1203.22751134806,675.201153625367,745.669085371447
"109","ENSGALG00000015978",1163.64655964375,-0.813120315954904,0.219636132250264,-3.70212454400897,0.000213801615098328,0.0180565182205769,1610.91386219241,1355.59323611585,825.807398969948,862.271741296811
"110","ENSGALG00000029247",1986.4735346911,-0.845152328654142,0.228197060438916,-3.70360743047508,0.000212555105487049,0.0180565182205769,2841.48769544337,2263.32358427789,1200.80684207625,1640.27601696689
"111","ENSGALG00000048013",1589.76330861572,-0.789116002173223,0.214754022948563,-3.67451091876508,0.000238305453870555,0.0199446636617789,2237.79008717899,1790.52812318026,1109.83662676745,1220.89839733617
"112","ENSGALG00000016862",2105.21106666372,-0.732672013085128,0.200117576234645,-3.66120771034146,0.000251029136343758,0.0208219703270849,2706.63028905971,2550.5098897493,1721.35862967665,1442.34545816921
"113","ENSGALG00000034311",153.635232873002,1.71309395778006,0.469415785118696,3.64941702449756,0.000262836119633375,0.0215833790026134,46.3572334443858,96.9600066704114,221.36085725143,249.862834125781
"114","ENSGALG00000044705",264.927787732079,-1.21361080253526,0.332728512468193,-3.64745057023412,0.000264855242873835,0.0215833790026134,380.340028941438,360.137167632957,153.638585854874,165.595368499047
"115","ENSGALG00000034585",1699.24962083407,0.734302753451464,0.201774705679461,3.63922103604986,0.000273464001136097,0.0217135091500371,1189.48446724344,1362.05723656054,2105.45509431383,2140.00168521845
"116","ENSGALG00000034716",186.749732888097,1.39757774399002,0.383960535750937,3.63989945283486,0.000272744522667092,0.0217135091500371,109.57164268673,96.0365780354551,272.910645926421,268.48006490378
"117","ENSGALG00000005704",2000.88611404443,-0.717224497637896,0.196937422923679,-3.64189033749999,0.000270643367596969,0.0217135091500371,2423.21902095653,2553.28017565417,1418.12457864729,1608.92068091973
"118","ENSGALG00000005035",310.265454081889,1.27491723965345,0.350670863032034,3.63565204314391,0.000277278394294312,0.0218297990084251,154.875302643743,207.771442865167,527.62724879108,350.787822027566
"119","ENSGALG00000020454",533.54253477584,-1.03421703716944,0.285121244800595,-3.62728858697546,0.000286413117424648,0.0223594778224788,800.715850403027,633.472043580021,300.201710519063,399.780534601249
"120","ENSGALG00000041226",2055.57153347601,-0.697382923802501,0.193311480720873,-3.60756081947077,0.000309089099757914,0.0239286478062585,2644.46945330473,2441.54531082445,1529.31039735806,1606.96097241678
"121","ENSGALG00000007900",1856.36939504842,-0.837340105074842,0.232434687615639,-3.60247480126329,0.000315201963716251,0.0240018544501965,2841.48769544337,1919.80813207415,1279.64769534388,1384.53405733227
"122","ENSGALG00000003456",92.1351486219164,1.90787088247647,0.529577216104279,3.60263021984087,0.000315013502239162,0.0240018544501965,36.8750720580341,40.6308599380772,160.714047045559,130.320615445995
"123","ENSGALG00000002706",719.154084994068,1.15374996432539,0.320501191922747,3.59983049486907,0.000318424684652687,0.0240501245562883,293.947002976901,597.458326816726,897.572791046896,1087.63821913575
"124","ENSGALG00000051442",3341.20547359032,-0.718817548538212,0.199996165845408,-3.59415664545209,0.000325444004776453,0.0241323870599736,3629.56066399793,4683.63003649835,2609.83439919266,2441.79679467233
"125","ENSGALG00000010967",1100.36369792325,0.81575180071146,0.227003121566899,3.59357085083544,0.000326176901664781,0.0241323870599736,744.87645557229,849.554344159795,1272.5722341532,1534.45175780773
"126","ENSGALG00000008744",183.203659890863,1.41867887357849,0.394881476894342,3.59267009619212,0.00032730686432257,0.0241323870599736,113.78593663622,85.8788630509358,259.770503715149,273.379336161148
"127","ENSGALG00000016379",4032.92380891662,0.660094749545579,0.184339720621674,3.58086009526027,0.000342465004011477,0.0248554678692705,3235.52417972065,3016.84135040223,4593.99587309475,5285.33383244886
"128","ENSGALG00000046862",771.159300154824,-0.890697726762378,0.24870769516318,-3.58130345013242,0.000341884288370359,0.0248554678692705,1115.73432312738,888.33834682796,505.390085048928,575.174445615032
"129","ENSGALG00000002147",3734.44428549537,-0.72971946114169,0.204522270015252,-3.56792177735595,0.000359823881905424,0.0259128981620262,4960.22397854928,4358.58315699373,2417.78616687407,3201.18383956441
"130","ENSGALG00000026906",664.767573432579,-0.908866230440284,0.255377116923274,-3.55891804790538,0.000372385695903857,0.0265815046039054,919.769654476109,815.387484666412,413.409089570023,510.504065017771
"131","ENSGALG00000032465",2130.0084124869,0.853023879932332,0.239936974668878,3.55519978156571,0.000377691992219109,0.0265815046039054,1600.37812731868,1435.93152735704,2128.70303822608,3355.02095704577
"132","ENSGALG00000037838",1965.8325931739,0.748760495868255,0.210545646598085,3.55628581244228,0.000376134867904775,0.0265815046039054,1595.11025988182,1338.97152068663,2228.77027506577,2700.47831706138
"133","ENSGALG00000003942",1190.49688305444,0.812297424731411,0.228950559103301,3.5479163183214,0.000388291565828618,0.0271220198988561,744.87645557229,982.528067593502,1536.38585854874,1498.19715050321
"134","ENSGALG00000034317",168.734024431592,1.49352769774806,0.421728746510206,3.54144153109544,0.000397947044902578,0.0273846522010737,77.9644380655579,98.806863940324,205.188374529865,292.976421190621
"135","ENSGALG00000047486",1556.24251421371,0.707647563350736,0.199800376222209,3.54177292721272,0.00039744745504089,0.0273846522010737,1158.93083610964,1205.07436861797,1932.6116852271,1928.35316690014
"136","ENSGALG00000031754",199.427340671367,1.38952792397711,0.394963128003043,3.51812061799957,0.000434614767874668,0.0294713225806983,109.57164268673,110.811436194756,230.457878782311,346.868405021672
"137","ENSGALG00000036189",70.960997212037,2.75323123150826,0.782395467995077,3.51897645645052,0.00043321515074128,0.0294713225806983,11.5893083610964,24.9325731438201,205.188374529865,42.1337328133669
"138","ENSGALG00000009505",3500.29541157004,0.657447717350867,0.187564028446808,3.50519085559796,0.000456280062813396,0.030406906354629,2591.79077893611,2840.46648112558,4582.87729122368,3986.0470949948
"139","ENSGALG00000039774",831.15053020511,-0.873341687650785,0.249772694088273,-3.49654589281138,0.000471323413893065,0.030406906354629,1234.78812720046,916.041205876649,605.457321888615,568.315465854716
"140","ENSGALG00000041120",283.717073241534,-1.18594092560917,0.339052323682851,-3.49781093586754,0.000469093545867407,0.030406906354629,409.840086587865,378.605740332083,145.552344494091,200.870121552098
"141","ENSGALG00000049667",677.79852286034,0.859693056244856,0.24579010364973,3.4976715639861,0.000469338730805793,0.030406906354629,502.554553476637,460.790888843193,921.831515129244,826.017133992286
"142","ENSGALG00000007821",1047.25933000165,-0.794290758402575,0.226792152952054,-3.5022850132319,0.000461285883919513,0.030406906354629,1348.57406383668,1308.49837573308,687.330515666542,844.634364770286
